last_names,country,ISO numeric,rank,inverse_rank,probability
Hoxha,Albania,8,0.0,114.0,0.01762722256284488
Hysa,Albania,8,51.0,63.0,0.009809932556713672
Hyseni,Albania,8,31.0,83.0,0.012875536480686695
Ibrahimi,Albania,8,95.0,19.0,0.0030656039239730227
Imeri,Albania,8,73.0,41.0,0.006437768240343348
Islami,Albania,8,32.0,82.0,0.012722256284488044
Isufi,Albania,8,52.0,62.0,0.009656652360515022
Jaku,Albania,8,53.0,61.0,0.00950337216431637
Jakupi,Albania,8,33.0,81.0,0.012568976088289392
Jani,Albania,8,74.0,40.0,0.006284488044144696
Jashari,Albania,8,96.0,18.0,0.0029123237277743717
Kastrati,Albania,8,19.0,95.0,0.014714898835070508
Kelmendi,Albania,8,97.0,17.0,0.0027590435315757206
Koci,Albania,8,54.0,60.0,0.00935009196811772
Kola,Albania,8,34.0,80.0,0.012415695892090742
Kraja,Albania,8,75.0,39.0,0.0061312078479460455
Krasniqi,Albania,8,2.0,112.0,0.017320662170447577
Kurti,Albania,8,11.0,103.0,0.01594114040465972
Laci,Albania,8,98.0,16.0,0.002605763335377069
Lala,Albania,8,55.0,59.0,0.009196811771919068
Leka,Albania,8,9.0,105.0,0.01624770079705702
Lika,Albania,8,76.0,38.0,0.005977927651747394
Lleshi,Albania,8,35.0,79.0,0.012262415695892091
Mane,Albania,8,77.0,37.0,0.005824647455548743
Mani,Albania,8,99.0,15.0,0.002452483139178418
Marku,Albania,8,7.0,107.0,0.01655426118945432
Mema,Albania,8,12.0,102.0,0.015787860208461065
Morina,Albania,8,20.0,94.0,0.014561618638871858
Muca,Albania,8,36.0,78.0,0.01210913549969344
Muka,Albania,8,56.0,58.0,0.009043531575720416
Nano,Albania,8,57.0,57.0,0.008890251379521767
Ndreu,Albania,8,78.0,36.0,0.005671367259350092
Nexhipi,Albania,8,100.0,14.0,0.002299202942979767
Noka,Albania,8,37.0,77.0,0.011955855303494788
Nushi,Albania,8,13.0,101.0,0.015634580012262415
Osmani shehu,Albania,8,21.0,93.0,0.014408338442673207
Pasha,Albania,8,58.0,56.0,0.008736971183323115
Peci,Albania,8,101.0,13.0,0.002145922746781116
Popa,Albania,8,79.0,35.0,0.005518087063151441
Prifti,Albania,8,8.0,106.0,0.01640098099325567
Qerimi,Albania,8,80.0,34.0,0.00536480686695279
Qorri,Albania,8,102.0,12.0,0.001992642550582465
Qosja,Albania,8,59.0,55.0,0.008583690987124463
Rama,Albania,8,4.0,110.0,0.017014101778050277
Reka,Albania,8,60.0,54.0,0.008430410790925812
Rexhepi,Albania,8,22.0,92.0,0.014255058246474555
Roshi,Albania,8,81.0,33.0,0.005211526670754138
Rrahmani,Albania,8,103.0,11.0,0.0018393623543838135
Salihu,Albania,8,23.0,91.0,0.014101778050275904
Sefa,Albania,8,82.0,32.0,0.0050582464745554875
Shala,Albania,8,17.0,97.0,0.015021459227467811
Shehu,Albania,8,1.0,113.0,0.01747394236664623
Sina,Albania,8,61.0,53.0,0.00827713059472716
Spahiu,Albania,8,104.0,10.0,0.0016860821581851624
Sula,Albania,8,38.0,76.0,0.011802575107296138
Tafa,Albania,8,39.0,75.0,0.011649294911097487
Tahiri,Albania,8,24.0,90.0,0.013948497854077254
Tare,Albania,8,105.0,9.0,0.0015328019619865114
Tola,Albania,8,62.0,52.0,0.00812385039852851
Toma,Albania,8,83.0,31.0,0.004904966278356836
Uka,Albania,8,63.0,51.0,0.00797057020232986
Uruci,Albania,8,40.0,74.0,0.011496014714898835
UruÃ§i,Albania,8,84.0,30.0,0.004751686082158185
Vata,Albania,8,64.0,50.0,0.007817290006131208
Vila,Albania,8,85.0,29.0,0.004598405885959534
Vokshi,Albania,8,41.0,73.0,0.011342734518700184
Vrapi,Albania,8,107.0,7.0,0.001226241569589209
Xhafa,Albania,8,42.0,72.0,0.011189454322501532
Xhelili,Albania,8,86.0,28.0,0.004445125689760883
Xhemali,Albania,8,108.0,6.0,0.001072961373390558
Xhoxhi,Albania,8,65.0,49.0,0.007664009809932557
Ymeri,Albania,8,43.0,71.0,0.011036174126302882
Zajmi,Albania,8,66.0,48.0,0.0075107296137339056
Zani,Albania,8,109.0,5.0,0.0009196811771919068
Zeka,Albania,8,44.0,70.0,0.010882893930104231
Zeneli,Albania,8,10.0,104.0,0.016094420600858368
Zogaj,Albania,8,87.0,27.0,0.004291845493562232
Ãela,Albania,8,47.0,67.0,0.010423053341508276
Ãuko,Albania,8,68.0,46.0,0.007204169221336603
AbellÃ³,Andorra,20,64.0,5.0,0.0024834437086092716
Armengol,Andorra,20,25.0,44.0,0.018625827814569538
Badia,Andorra,20,65.0,4.0,0.0020695364238410598
Batalla,Andorra,20,24.0,45.0,0.01903973509933775
Blanch,Andorra,20,41.0,28.0,0.012003311258278146
Bonet,Andorra,20,17.0,52.0,0.021937086092715233
Camps,Andorra,20,14.0,55.0,0.023178807947019868
Casal,Andorra,20,66.0,3.0,0.0016556291390728477
Casals,Andorra,20,16.0,53.0,0.022350993377483443
Claret,Andorra,20,26.0,43.0,0.018211920529801324
Codina,Andorra,20,42.0,27.0,0.011589403973509934
Coll,Andorra,20,21.0,48.0,0.020281456953642384
Dalmau,Andorra,20,67.0,2.0,0.0012417218543046358
DomÃ¨nech,Andorra,20,43.0,26.0,0.011175496688741722
Duran,Andorra,20,27.0,42.0,0.017798013245033113
EscudÃ©,Andorra,20,44.0,25.0,0.01076158940397351
Espinal,Andorra,20,68.0,1.0,0.0008278145695364238
Esteve,Andorra,20,28.0,41.0,0.0173841059602649
Fabra,Andorra,20,45.0,24.0,0.010347682119205299
Ferrer,Andorra,20,9.0,60.0,0.025248344370860928
Font,Andorra,20,5.0,64.0,0.026903973509933773
FÃ brega,Andorra,20,69.0,0.0,0.0004139072847682119
Garcia,Andorra,20,10.0,59.0,0.024834437086092714
Grau,Andorra,20,29.0,40.0,0.01697019867549669
Gual,Andorra,20,46.0,23.0,0.009933774834437087
Huguet,Andorra,20,47.0,22.0,0.009519867549668874
Iglesias,Andorra,20,48.0,21.0,0.009105960264900662
JordÃ ,Andorra,20,49.0,20.0,0.00869205298013245
Llach,Andorra,20,50.0,19.0,0.008278145695364239
Llopis,Andorra,20,30.0,39.0,0.016556291390728478
Marsal,Andorra,20,23.0,46.0,0.01945364238410596
Marti,Andorra,20,51.0,18.0,0.007864238410596027
MartÃ­,Andorra,20,1.0,68.0,0.028559602649006623
Mas,Andorra,20,7.0,62.0,0.026076158940397352
Mir,Andorra,20,20.0,49.0,0.020695364238410598
Moles,Andorra,20,31.0,38.0,0.016142384105960264
Molina,Andorra,20,12.0,57.0,0.024006622516556293
Nadal,Andorra,20,32.0,37.0,0.015728476821192054
Noguera,Andorra,20,52.0,17.0,0.0074503311258278145
Obiols,Andorra,20,33.0,36.0,0.015314569536423841
OlivÃ©,Andorra,20,53.0,16.0,0.007036423841059603
Palau,Andorra,20,54.0,15.0,0.006622516556291391
Pascual,Andorra,20,34.0,35.0,0.014900662251655629
Prat,Andorra,20,19.0,50.0,0.021109271523178808
Puig,Andorra,20,8.0,61.0,0.02566225165562914
Pujol,Andorra,20,2.0,67.0,0.028145695364238412
Queralt,Andorra,20,55.0,14.0,0.006208609271523178
Quintana,Andorra,20,35.0,34.0,0.014486754966887417
Riba,Andorra,20,0.0,69.0,0.028973509933774833
Ribas,Andorra,20,22.0,47.0,0.019867549668874173
Rius,Andorra,20,56.0,13.0,0.005794701986754967
Roca,Andorra,20,36.0,33.0,0.014072847682119206
Roig,Andorra,20,18.0,51.0,0.02152317880794702
Sabater,Andorra,20,37.0,32.0,0.013658940397350994
Sala,Andorra,20,15.0,54.0,0.022764900662251654
Sanz,Andorra,20,57.0,12.0,0.005380794701986755
Serra,Andorra,20,3.0,66.0,0.027731788079470198
Soler,Andorra,20,6.0,63.0,0.026490066225165563
TarrÃ©s,Andorra,20,38.0,31.0,0.013245033112582781
Teixidor,Andorra,20,58.0,11.0,0.004966887417218543
Torres,Andorra,20,13.0,56.0,0.02359271523178808
Ubach,Andorra,20,59.0,10.0,0.004552980132450331
Urgell,Andorra,20,39.0,30.0,0.01283112582781457
Vendrell,Andorra,20,60.0,9.0,0.0041390728476821195
Vidal,Andorra,20,11.0,58.0,0.024420529801324503
Vila,Andorra,20,4.0,65.0,0.027317880794701987
Vilar,Andorra,20,40.0,29.0,0.012417218543046357
XifrÃ©,Andorra,20,61.0,8.0,0.0037251655629139072
Ylla,Andorra,20,62.0,7.0,0.0033112582781456954
Zamora,Andorra,20,63.0,6.0,0.0028973509933774835
Aigner,Austria,40,36.0,89.0,0.011467889908256881
Auer,Austria,40,41.0,84.0,0.01083078491335372
Bauer,Austria,40,2.0,123.0,0.01580020387359837
Baumann,Austria,40,80.0,45.0,0.005861365953109072
Baumgartner,Austria,40,28.0,97.0,0.012487257900101937
Becker,Austria,40,50.0,75.0,0.009683995922528032
Berger,Austria,40,11.0,114.0,0.014653414882772681
Bergmann,Austria,40,97.0,28.0,0.0036952089704383284
Binder,Austria,40,40.0,85.0,0.010958205912334353
Brandt,Austria,40,99.0,26.0,0.0034403669724770644
Braun,Austria,40,79.0,46.0,0.005988786952089704
Brunner,Austria,40,26.0,99.0,0.0127420998980632
Busch,Austria,40,104.0,21.0,0.0028032619775739042
BÃ¶hm,Austria,40,56.0,69.0,0.00891946992864424
Decker,Austria,40,73.0,52.0,0.006753312945973497
Ebner,Austria,40,37.0,88.0,0.01134046890927625
Eder,Austria,40,13.0,112.0,0.014398572884811417
Egger,Austria,40,30.0,95.0,0.012232415902140673
Engel,Austria,40,102.0,23.0,0.0030581039755351682
Ernst,Austria,40,42.0,83.0,0.010703363914373088
Fischer,Austria,40,14.0,111.0,0.014271151885830785
Frank,Austria,40,59.0,66.0,0.008537206931702344
Franke,Austria,40,69.0,56.0,0.007262996941896025
Friedrich,Austria,40,66.0,59.0,0.00764525993883792
Fuchs,Austria,40,12.0,113.0,0.01452599388379205
Gasser,Austria,40,120.0,5.0,0.0007645259938837921
Grabner,Austria,40,113.0,12.0,0.001656472986748216
Gross,Austria,40,91.0,34.0,0.00445973496432212
Gruber,Austria,40,0.0,125.0,0.016055045871559634
Gschwandtner,Austria,40,115.0,10.0,0.0014016309887869521
GÃ¼nther,Austria,40,68.0,57.0,0.007390417940876657
Haas,Austria,40,34.0,91.0,0.011722731906218144
Hagen,Austria,40,100.0,25.0,0.003312945973496432
Hahn,Austria,40,63.0,62.0,0.008027522935779817
Haider,Austria,40,109.0,16.0,0.002166156982670744
Hartmann,Austria,40,45.0,80.0,0.010321100917431193
Herrmann,Austria,40,58.0,67.0,0.008664627930682976
Hofer,Austria,40,9.0,116.0,0.014908256880733946
Hoffmann,Austria,40,49.0,76.0,0.009811416921508664
Hofmann,Austria,40,31.0,94.0,0.01210499490316004
Horn,Austria,40,103.0,22.0,0.002930682976554536
Huber,Austria,40,1.0,124.0,0.015927624872579
Huemer,Austria,40,112.0,13.0,0.001783893985728848
Jung,Austria,40,62.0,63.0,0.00815494393476045
JÃ¤ger,Austria,40,88.0,37.0,0.004841997961264016
Keller,Austria,40,67.0,58.0,0.007517838939857288
Kern,Austria,40,107.0,18.0,0.002420998980632008
Kirchner,Austria,40,119.0,6.0,0.000891946992864424
Klein,Austria,40,53.0,72.0,0.009301732925586137
Koller,Austria,40,38.0,87.0,0.011213047910295617
Kraft,Austria,40,43.0,82.0,0.010575942915392456
Kramer,Austria,40,82.0,43.0,0.0056065239551478085
Kraus,Austria,40,55.0,70.0,0.009046890927624873
Krause,Austria,40,60.0,65.0,0.008409785932721712
KrÃ¤mer,Austria,40,85.0,40.0,0.005224260958205913
KrÃ¼ger,Austria,40,96.0,29.0,0.00382262996941896
KÃ¶hler,Austria,40,24.0,101.0,0.012996941896024464
KÃ¶nig,Austria,40,47.0,78.0,0.010066258919469929
Lackner,Austria,40,39.0,86.0,0.011085626911314985
Lang,Austria,40,27.0,98.0,0.01261467889908257
Lange,Austria,40,92.0,33.0,0.004332313965341488
Lechner,Austria,40,110.0,15.0,0.0020387359836901123
Lehner,Austria,40,25.0,100.0,0.012869520897043832
Leitner,Austria,40,10.0,115.0,0.014780835881753314
Ludwig,Austria,40,83.0,42.0,0.005479102956167176
Maier,Austria,40,19.0,106.0,0.013634046890927625
Mair,Austria,40,108.0,17.0,0.0022935779816513763
Mayer,Austria,40,8.0,117.0,0.015035677879714576
Mayr,Austria,40,22.0,103.0,0.013251783893985729
Meier,Austria,40,74.0,51.0,0.006625891946992864
Moser,Austria,40,7.0,118.0,0.015163098878695208
MÃ¼ller,Austria,40,4.0,121.0,0.015545361875637105
Neumann,Austria,40,51.0,74.0,0.0095565749235474
Neuner,Austria,40,114.0,11.0,0.0015290519877675841
Obermaier,Austria,40,123.0,2.0,0.00038226299694189603
Otto,Austria,40,89.0,36.0,0.004714576962283384
Pfeiffer,Austria,40,75.0,50.0,0.006498470948012232
Pichler,Austria,40,5.0,120.0,0.015417940876656473
Pointner,Austria,40,116.0,9.0,0.0012742099898063201
Reiter,Austria,40,21.0,104.0,0.013379204892966361
Richter,Austria,40,52.0,73.0,0.009429153924566768
Riedl,Austria,40,70.0,55.0,0.007135575942915392
Ritter,Austria,40,101.0,24.0,0.0031855249745158
Roth,Austria,40,44.0,81.0,0.010448521916411825
Sauer,Austria,40,90.0,35.0,0.0045871559633027525
Scherer,Austria,40,77.0,48.0,0.006243628950050969
Schilling,Austria,40,106.0,19.0,0.0025484199796126403
Schmid,Austria,40,15.0,110.0,0.014143730886850153
Schmidt,Austria,40,23.0,102.0,0.013124362895005097
Schneider,Austria,40,20.0,105.0,0.013506625891946993
Scholz,Austria,40,61.0,64.0,0.008282364933741081
Schreiber,Austria,40,48.0,77.0,0.009938837920489297
SchrÃ¶der,Austria,40,94.0,31.0,0.004077471967380225
Schubert,Austria,40,64.0,61.0,0.007900101936799185
Schulz,Austria,40,57.0,68.0,0.008792048929663608
Schumacher,Austria,40,84.0,41.0,0.005351681957186544
Schuster,Austria,40,32.0,93.0,0.011977573904179408
Schwaiger,Austria,40,117.0,8.0,0.0011467889908256881
Schwarz,Austria,40,18.0,107.0,0.013761467889908258
SchÃ¤fer,Austria,40,54.0,71.0,0.009174311926605505
Seidl,Austria,40,71.0,54.0,0.00700815494393476
Sommer,Austria,40,76.0,49.0,0.0063710499490316
Stadler,Austria,40,72.0,53.0,0.006880733944954129
Stein,Austria,40,87.0,38.0,0.004969418960244648
Steiner,Austria,40,6.0,119.0,0.01529051987767584
Stocker,Austria,40,125.0,0.0,0.00012742099898063202
Strasser,Austria,40,111.0,14.0,0.00191131498470948
Thaler,Austria,40,121.0,4.0,0.0006371049949031601
Unterberger,Austria,40,122.0,3.0,0.0005096839959225281
Vogel,Austria,40,65.0,60.0,0.0077726809378185525
Vogt,Austria,40,86.0,39.0,0.0050968399592252805
Voigt,Austria,40,98.0,27.0,0.003567787971457696
Wagner,Austria,40,3.0,122.0,0.015672782874617736
Wallner,Austria,40,33.0,92.0,0.011850152905198776
Weber,Austria,40,17.0,108.0,0.013888888888888888
Werner,Austria,40,95.0,30.0,0.003950050968399592
Wimmer,Austria,40,29.0,96.0,0.012359836901121305
Winkler,Austria,40,16.0,109.0,0.01401630988786952
Winter,Austria,40,81.0,44.0,0.005733944954128441
Wolf,Austria,40,35.0,90.0,0.011595310907237514
Wolff,Austria,40,93.0,32.0,0.004204892966360856
Ziegler,Austria,40,78.0,47.0,0.0061162079510703364
Zimmermann,Austria,40,46.0,79.0,0.010193679918450561
Abramov,Belarus,112,99.0,31.0,0.0037576326914044154
Alexandrov,Belarus,112,17.0,113.0,0.01338656646312823
Andreev,Belarus,112,19.0,111.0,0.013151714419915453
Antonov,Belarus,112,32.0,98.0,0.01162517613903241
Artemov,Belarus,112,91.0,39.0,0.004697040864255519
Baranov,Belarus,112,58.0,72.0,0.008572099577266323
Belov,Belarus,112,31.0,99.0,0.011742602160638797
Belsky,Belarus,112,125.0,5.0,0.0007045561296383278
Berezovsky,Belarus,112,92.0,38.0,0.004579614842649131
Bogdanov,Belarus,112,29.0,101.0,0.011977454203851573
Bogdanovich,Belarus,112,119.0,11.0,0.0014091122592766556
Bondarenko,Belarus,112,39.0,91.0,0.010803193987787695
Borisov,Belarus,112,65.0,65.0,0.007750117426021606
Boyko,Belarus,112,55.0,75.0,0.008924377642085486
Burov,Belarus,112,97.0,33.0,0.003992484734617191
Chernyshov,Belarus,112,105.0,25.0,0.0030530765617660873
Danilov,Belarus,112,93.0,37.0,0.004462188821042743
Davidenko,Belarus,112,52.0,78.0,0.00927665570690465
Denisov,Belarus,112,101.0,29.0,0.0035227806481916393
Dmitriev,Belarus,112,18.0,112.0,0.013269140441521842
Drozd,Belarus,112,130.0,0.0,0.00011742602160638798
Egorov,Belarus,112,21.0,109.0,0.012916862376702677
Fadeev,Belarus,112,115.0,15.0,0.0018788163457022077
Fedorov,Belarus,112,15.0,115.0,0.013621418506341005
Fomin,Belarus,112,95.0,35.0,0.004227336777829967
Frolov,Belarus,112,34.0,96.0,0.011390324095819634
Gavrilov,Belarus,112,109.0,21.0,0.0025833724753405356
Gerasimov,Belarus,112,60.0,70.0,0.008337247534053547
Golubev,Belarus,112,76.0,54.0,0.006458431188351339
Goncharenko,Belarus,112,50.0,80.0,0.009511507750117425
Gorbachev,Belarus,112,112.0,18.0,0.0022310944105213715
Grigoriev,Belarus,112,27.0,103.0,0.012212306247064349
Gromov,Belarus,112,94.0,36.0,0.004344762799436355
Gusev,Belarus,112,71.0,59.0,0.007045561296383279
Ilyin,Belarus,112,67.0,63.0,0.007515265382808831
Ivanov,Belarus,112,0.0,130.0,0.015382808830436825
Karpenko,Belarus,112,82.0,48.0,0.0057538750587130105
Karpov,Belarus,112,33.0,97.0,0.011507750117426021
Karpovich,Belarus,112,123.0,7.0,0.0009394081728511038
Kharitonov,Belarus,112,116.0,14.0,0.0017613903240958197
Kiselev,Belarus,112,69.0,61.0,0.007280413339596055
Klimenko,Belarus,112,49.0,81.0,0.009628933771723814
Kolesnikov,Belarus,112,121.0,9.0,0.0011742602160638798
Konstantinov,Belarus,112,98.0,32.0,0.003875058713010803
Korolev,Belarus,112,70.0,60.0,0.007162987317989667
Kotov,Belarus,112,111.0,19.0,0.0023485204321277596
Koval,Belarus,112,85.0,45.0,0.005401596993893847
Kovalchuk,Belarus,112,42.0,88.0,0.01045091592296853
Kovalenko,Belarus,112,3.0,127.0,0.015030530765617662
Kozlov,Belarus,112,7.0,123.0,0.01456082667919211
Kravchenko,Belarus,112,38.0,92.0,0.010920620009394082
Kravets,Belarus,112,54.0,76.0,0.009041803663691873
Krylov,Belarus,112,102.0,28.0,0.0034053546265852513
Kulik,Belarus,112,63.0,67.0,0.007984969469234382
Kulikov,Belarus,112,127.0,3.0,0.0004697040864255519
Kuzma,Belarus,112,129.0,1.0,0.00023485204321277596
Kuzmin,Belarus,112,96.0,34.0,0.004109910756223579
Kuznetsov,Belarus,112,13.0,117.0,0.013856270549553781
Lazarev,Belarus,112,78.0,52.0,0.0062235791451385625
Lebedev,Belarus,112,6.0,124.0,0.014678252700798497
Litvinov,Belarus,112,87.0,43.0,0.005166744950681071
Loginov,Belarus,112,89.0,41.0,0.004931892907468295
Lukashenko,Belarus,112,36.0,94.0,0.011155472052606858
Lysenko,Belarus,112,46.0,84.0,0.009981211836542978
Makarov,Belarus,112,22.0,108.0,0.01279943635509629
Malevich,Belarus,112,117.0,13.0,0.0016439643024894317
Marchenko,Belarus,112,45.0,85.0,0.010098637858149366
Maslovsky,Belarus,112,103.0,27.0,0.0032879286049788633
Matveev,Belarus,112,74.0,56.0,0.006693283231564115
Maximov,Belarus,112,64.0,66.0,0.007867543447627995
Mazur,Belarus,112,84.0,46.0,0.005519023015500235
Medvedev,Belarus,112,35.0,95.0,0.011272898074213245
Melnik,Belarus,112,41.0,89.0,0.010568341944574918
Melnikov,Belarus,112,68.0,62.0,0.007397839361202443
Mikhailov,Belarus,112,14.0,116.0,0.013738844527947392
Mironov,Belarus,112,122.0,8.0,0.0010568341944574918
Molchanov,Belarus,112,128.0,2.0,0.0003522780648191639
Morozov,Belarus,112,8.0,122.0,0.01444340065758572
Nesterov,Belarus,112,80.0,50.0,0.0059887271019257865
Nikitin,Belarus,112,61.0,69.0,0.008219821512447158
Nikolaev,Belarus,112,23.0,107.0,0.012682010333489901
Novikov,Belarus,112,4.0,126.0,0.014913104744011273
Orlov,Belarus,112,30.0,100.0,0.011860028182245186
Osipov,Belarus,112,108.0,22.0,0.0027007984969469236
Pankratov,Belarus,112,106.0,24.0,0.0029356505401596992
Pavlov,Belarus,112,24.0,106.0,0.012564584311883514
Petrov,Belarus,112,1.0,129.0,0.015265382808830438
Polishchuk,Belarus,112,48.0,82.0,0.009746359793330201
Ponomarenko,Belarus,112,51.0,79.0,0.009394081728511038
Popov,Belarus,112,11.0,119.0,0.014091122592766557
Prokhorov,Belarus,112,73.0,57.0,0.006810709253170503
Rodionov,Belarus,112,110.0,20.0,0.0024659464537341476
Romanenko,Belarus,112,53.0,77.0,0.009159229685298262
Romanov,Belarus,112,20.0,110.0,0.013034288398309066
Rudenko,Belarus,112,47.0,83.0,0.00986378581493659
Savchenko,Belarus,112,43.0,87.0,0.010333489901362142
Savitsky,Belarus,112,86.0,44.0,0.005284170972287459
Sazonov,Belarus,112,90.0,40.0,0.004814466885861907
Semyonov,Belarus,112,77.0,53.0,0.0063410051667449506
Sergeev,Belarus,112,16.0,114.0,0.013503992484734616
Shapiro,Belarus,112,56.0,74.0,0.008806951620479099
Shcherbakov,Belarus,112,126.0,4.0,0.0005871301080319399
Shevchenko,Belarus,112,40.0,90.0,0.010685767966181306
Shevchuk,Belarus,112,83.0,47.0,0.0056364490371066224
Shulga,Belarus,112,104.0,26.0,0.0031705025833724753
Sidorov,Belarus,112,2.0,128.0,0.015147956787224049
Simonov,Belarus,112,113.0,17.0,0.0021136683889149835
Smirnov,Belarus,112,10.0,120.0,0.014208548614372945
Sobolev,Belarus,112,120.0,10.0,0.0012916862376702678
Sokolov,Belarus,112,5.0,125.0,0.014795678722404886
Solovyov,Belarus,112,88.0,42.0,0.005049318929074683
Stepanov,Belarus,112,25.0,105.0,0.012447158290277125
Tarasov,Belarus,112,66.0,64.0,0.007632691404415219
Tikhonov,Belarus,112,81.0,49.0,0.0058713010803193985
Titov,Belarus,112,59.0,71.0,0.008454673555659934
Tkachenko,Belarus,112,44.0,86.0,0.010216063879755754
Trofimov,Belarus,112,114.0,16.0,0.0019962423673085955
Vasiliev,Belarus,112,12.0,118.0,0.013973696571160169
Vinogradov,Belarus,112,62.0,68.0,0.008102395490840771
Vlasov,Belarus,112,100.0,30.0,0.0036402066697980274
Volkov,Belarus,112,9.0,121.0,0.014325974635979333
Voronin,Belarus,112,75.0,55.0,0.006575857209957727
Yakovlev,Belarus,112,28.0,102.0,0.012094880225457962
Yefimov,Belarus,112,107.0,23.0,0.0028182245185533112
Yermakov,Belarus,112,79.0,51.0,0.0061061531235321745
Yudin,Belarus,112,124.0,6.0,0.0008219821512447158
Zaitsev,Belarus,112,72.0,58.0,0.006928135274776891
Zakharov,Belarus,112,26.0,104.0,0.012329732268670738
Zhuk,Belarus,112,37.0,93.0,0.01103804603100047
Zhukov,Belarus,112,57.0,73.0,0.00868952559887271
Zhukovsky,Belarus,112,118.0,12.0,0.0015265382808830436
Aerts,Belgium,56,107.0,25.0,0.0029854173843150765
Andre,Belgium,56,45.0,87.0,0.010104489608451027
Arnaud,Belgium,56,60.0,72.0,0.00838213342519233
Baert,Belgium,56,129.0,3.0,0.00045929498220231943
Barbier,Belgium,56,70.0,62.0,0.007233895969686531
Bernard,Belgium,56,21.0,111.0,0.012860259501664945
Bertrand,Belgium,56,42.0,90.0,0.010448960845102767
Blanc,Belgium,56,36.0,96.0,0.011137903318406247
Blanchard,Belgium,56,66.0,66.0,0.007693190951888851
Bogaerts,Belgium,56,108.0,24.0,0.0028705936387644964
Bonhomme,Belgium,56,83.0,49.0,0.005741187277528993
Bonnet,Belgium,56,33.0,99.0,0.011482374555057986
Boyer,Belgium,56,61.0,71.0,0.00826730967964175
Brun,Belgium,56,65.0,67.0,0.00780801469743943
Carpentier,Belgium,56,62.0,70.0,0.00815248593409117
Ceulemans,Belgium,56,130.0,2.0,0.0003444712366517396
Charlier,Belgium,56,84.0,48.0,0.005626363531978413
Chevalier,Belgium,56,72.0,60.0,0.007004248478585371
Claes,Belgium,56,6.0,126.0,0.014582615684923642
Clement,Belgium,56,54.0,78.0,0.009071075898495809
Colin,Belgium,56,57.0,75.0,0.00872660466184407
Collin,Belgium,56,85.0,47.0,0.005511539786427834
Cools,Belgium,56,109.0,23.0,0.002755769893213917
Coppens,Belgium,56,97.0,35.0,0.004133654839820875
David,Belgium,56,41.0,91.0,0.010563784590653347
De Cock,Belgium,56,10.0,122.0,0.014123320702721322
De Smet,Belgium,56,9.0,123.0,0.014238144448271903
De Vos,Belgium,56,12.0,120.0,0.013893673211620163
Declercq,Belgium,56,110.0,22.0,0.0026409461476633368
Delaunay,Belgium,56,74.0,58.0,0.006774600987484212
Delvaux,Belgium,56,86.0,46.0,0.005396716040877253
Denis,Belgium,56,48.0,84.0,0.009760018371799288
Deschamps,Belgium,56,63.0,69.0,0.00803766218854059
Desmet,Belgium,56,98.0,34.0,0.004018831094270295
Devos,Belgium,56,99.0,33.0,0.003904007348719715
Dierckx,Belgium,56,131.0,1.0,0.00022964749110115972
Dubois,Belgium,56,13.0,119.0,0.013778849466069583
Dumont,Belgium,56,26.0,106.0,0.012286140773912045
Dupont,Belgium,56,15.0,117.0,0.013549201974968424
Durand,Belgium,56,49.0,83.0,0.009645194626248708
Engels,Belgium,56,111.0,21.0,0.0025261224021127567
Evrard,Belgium,56,132.0,0.0,0.00011482374555057986
